"Interaction","Quantified_at_the","Sampled_at_the","Main_Source","Population","Sample_size","Method","Source","Origin","Category","Prey","Strength","Index","Species","Genus","Family","Order","Class"
5674,"population-level","population-level",54,775,183,"gut contents","aquatic","animal","moluscos","Moluscos",9,"%IAi","Leporinus piau","Leporinus","Anostomidae","Characiformes","Teleostei"
5675,"population-level","population-level",54,775,183,"gut contents","aquatic","vegetal","vegetal","Vegetal",84.1,"%IAi","Leporinus piau","Leporinus","Anostomidae","Characiformes","Teleostei"
5676,"population-level","population-level",54,775,183,"gut contents","aquatic","animal","peixes","Peixes",2.9,"%IAi","Leporinus piau","Leporinus","Anostomidae","Characiformes","Teleostei"
5677,"population-level","population-level",54,775,183,"gut contents","aquatic","animal","camaroes","Camaroes",2.4,"%IAi","Leporinus piau","Leporinus","Anostomidae","Characiformes","Teleostei"
5678,"population-level","population-level",54,775,183,"gut contents","aquatic","unknown","detrito","Detrito",0.73,"%IAi","Leporinus piau","Leporinus","Anostomidae","Characiformes","Teleostei"
5679,"population-level","population-level",54,775,183,"gut contents","aquatic","unknown","sedimento","Sedimento",0.4,"%IAi","Leporinus piau","Leporinus","Anostomidae","Characiformes","Teleostei"
5680,"population-level","population-level",54,776,34,"gut contents","aquatic","animal","moluscos","Moluscos",18.7,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
5681,"population-level","population-level",54,776,34,"gut contents","aquatic","vegetal","vegetal","Vegetal",51.63,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
5682,"population-level","population-level",54,776,34,"gut contents","aquatic","animal","camaroes","Camaroes",29.67,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
5683,"population-level","population-level",54,777,54,"gut contents","aquatic","animal","moluscos","Moluscos",11.17,"%IAi","Megaleporinus elongatus","Megaleporinus","Anostomidae","Characiformes","Teleostei"
5684,"population-level","population-level",54,777,54,"gut contents","aquatic","vegetal","vegetal","Vegetal",88.77,"%IAi","Megaleporinus elongatus","Megaleporinus","Anostomidae","Characiformes","Teleostei"
5685,"population-level","population-level",54,777,54,"gut contents","aquatic","animal","peixes","Peixes",0.06,"%IAi","Megaleporinus elongatus","Megaleporinus","Anostomidae","Characiformes","Teleostei"
5686,"population-level","population-level",54,777,54,"gut contents","aquatic","unknown","sedimento","Sedimento",0.05,"%IAi","Megaleporinus elongatus","Megaleporinus","Anostomidae","Characiformes","Teleostei"
5687,"population-level","population-level",54,778,75,"gut contents","aquatic","animal","peixes","Peixes",75.95,"%IAi","Hoplias malabaricus","Hoplias","Erythrinidae","Characiformes","Teleostei"
5688,"population-level","population-level",54,778,75,"gut contents","aquatic","animal","camaroes","Camaroes",24.05,"%IAi","Hoplias malabaricus","Hoplias","Erythrinidae","Characiformes","Teleostei"
5689,"population-level","population-level",54,779,217,"gut contents","aquatic","animal","insetos","Insetos",0.08,"%IAi","Loricariichthys derbyi","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
5690,"population-level","population-level",54,779,217,"gut contents","aquatic","animal","anelideos","Anelideos",5.07,"%IAi","Loricariichthys derbyi","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
5691,"population-level","population-level",54,779,217,"gut contents","aquatic","unknown","plancton","Plancton",13.97,"%IAi","Loricariichthys derbyi","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
5692,"population-level","population-level",54,779,217,"gut contents","aquatic","unknown","outros","Outros",0.07,"%IAi","Loricariichthys derbyi","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
5693,"population-level","population-level",54,779,217,"gut contents","aquatic","unknown","detrito","Detrito",49.1,"%IAi","Loricariichthys derbyi","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
5694,"population-level","population-level",54,779,217,"gut contents","aquatic","unknown","sedimento","Sedimento",31.7,"%IAi","Loricariichthys derbyi","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
5695,"population-level","community-level",55,780,6,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.23,"%IAi","Apareiodon cf. itapicuruensis","Apareiodon","Parodontidae","Characiformes","Teleostei"
5696,"population-level","community-level",55,780,6,"gut contents","aquatic","animal","unicellular algae","Unicellular algae",0.01,"%IAi","Apareiodon cf. itapicuruensis","Apareiodon","Parodontidae","Characiformes","Teleostei"
5697,"population-level","community-level",55,780,6,"gut contents","aquatic","animal","detritus","Detritus",0.74,"%IAi","Apareiodon cf. itapicuruensis","Apareiodon","Parodontidae","Characiformes","Teleostei"
5698,"population-level","community-level",55,781,52,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.04,"%IAi","Psalidodon gr. fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
5699,"population-level","community-level",55,781,52,"gut contents","aquatic","animal","terrestrial arthropods","Terrestrial arthropods",0.27,"%IAi","Psalidodon gr. fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
5700,"population-level","community-level",55,781,52,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.23,"%IAi","Psalidodon gr. fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
5701,"population-level","community-level",55,781,52,"gut contents","aquatic","animal","vegetal matter","Vegetal matter",0.13,"%IAi","Psalidodon gr. fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
5702,"population-level","community-level",55,781,52,"gut contents","aquatic","animal","organic matter","Organic matter",0.3,"%IAi","Psalidodon gr. fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
5703,"population-level","community-level",55,782,12,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.01,"%IAi","Astyanax gr. bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
5704,"population-level","community-level",55,782,12,"gut contents","aquatic","animal","terrestrial arthropods","Terrestrial arthropods",0.86,"%IAi","Astyanax gr. bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
5705,"population-level","community-level",55,782,12,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.03,"%IAi","Astyanax gr. bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
5706,"population-level","community-level",55,782,12,"gut contents","aquatic","animal","vegetal matter","Vegetal matter",0.01,"%IAi","Astyanax gr. bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
5707,"population-level","community-level",55,782,12,"gut contents","aquatic","animal","detritus","Detritus",0.07,"%IAi","Astyanax gr. bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
5708,"population-level","community-level",55,783,84,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.02,"%IAi","Deuterodon aff. burgerai","Deuterodon","Acestrorhamphidae","Characiformes","Teleostei"
5709,"population-level","community-level",55,783,84,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.58,"%IAi","Deuterodon aff. burgerai","Deuterodon","Acestrorhamphidae","Characiformes","Teleostei"
5710,"population-level","community-level",55,783,84,"gut contents","aquatic","animal","vegetal matter","Vegetal matter",0.01,"%IAi","Deuterodon aff. burgerai","Deuterodon","Acestrorhamphidae","Characiformes","Teleostei"
5711,"population-level","community-level",55,783,84,"gut contents","aquatic","animal","detritus","Detritus",0.38,"%IAi","Deuterodon aff. burgerai","Deuterodon","Acestrorhamphidae","Characiformes","Teleostei"
5712,"population-level","community-level",55,784,17,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.88,"%IAi","Cetopsorhamdia sp","Cetopsorhamdia","Heptapteridae","Siluriformes","Teleostei"
5713,"population-level","community-level",55,784,17,"gut contents","aquatic","animal","terrestrial arthropods","Terrestrial arthropods",0.02,"%IAi","Cetopsorhamdia sp","Cetopsorhamdia","Heptapteridae","Siluriformes","Teleostei"
5714,"population-level","community-level",55,784,17,"gut contents","aquatic","animal","vegetal matter","Vegetal matter",0.06,"%IAi","Cetopsorhamdia sp","Cetopsorhamdia","Heptapteridae","Siluriformes","Teleostei"
5715,"population-level","community-level",55,784,17,"gut contents","aquatic","animal","organic matter","Organic matter",0.02,"%IAi","Cetopsorhamdia sp","Cetopsorhamdia","Heptapteridae","Siluriformes","Teleostei"
5716,"population-level","community-level",55,785,30,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.99,"%IAi","Characidium sp1","Characidium","Crenuchidae","Characiformes","Teleostei"
5717,"population-level","community-level",55,785,30,"gut contents","aquatic","animal","vegetal matter","Vegetal matter",0.01,"%IAi","Characidium sp1","Characidium","Crenuchidae","Characiformes","Teleostei"
5718,"population-level","community-level",55,786,35,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.99,"%IAi","Characidium sp2","Characidium","Crenuchidae","Characiformes","Teleostei"
5719,"population-level","community-level",55,787,6,"gut contents","aquatic","animal","detritus","Detritus",0.93,"%IAi","Cyphocharax pinnilepis","Cyphocharax","Curimatidae","Characiformes","Teleostei"
5720,"population-level","community-level",55,787,6,"gut contents","aquatic","animal","organic matter","Organic matter",0.06,"%IAi","Cyphocharax pinnilepis","Cyphocharax","Curimatidae","Characiformes","Teleostei"
5721,"population-level","community-level",55,788,12,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.32,"%IAi","Geophagus gr. brasiliensis","Geophagus","Cichlidae","Cichliformes","Teleostei"
5722,"population-level","community-level",55,788,12,"gut contents","aquatic","animal","terrestrial arthropods","Terrestrial arthropods",0.01,"%IAi","Geophagus gr. brasiliensis","Geophagus","Cichlidae","Cichliformes","Teleostei"
5723,"population-level","community-level",55,788,12,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.04,"%IAi","Geophagus gr. brasiliensis","Geophagus","Cichlidae","Cichliformes","Teleostei"
5724,"population-level","community-level",55,788,12,"gut contents","aquatic","animal","vegetal matter","Vegetal matter",0.1,"%IAi","Geophagus gr. brasiliensis","Geophagus","Cichlidae","Cichliformes","Teleostei"
5725,"population-level","community-level",55,788,12,"gut contents","aquatic","animal","detritus","Detritus",0.37,"%IAi","Geophagus gr. brasiliensis","Geophagus","Cichlidae","Cichliformes","Teleostei"
5726,"population-level","community-level",55,788,12,"gut contents","aquatic","animal","organic matter","Organic matter",0.12,"%IAi","Geophagus gr. brasiliensis","Geophagus","Cichlidae","Cichliformes","Teleostei"
5727,"population-level","community-level",55,788,12,"gut contents","aquatic","animal","microcrustaceans","Microcrustaceans",0.01,"%IAi","Geophagus gr. brasiliensis","Geophagus","Cichlidae","Cichliformes","Teleostei"
5728,"population-level","community-level",55,789,9,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.43,"%IAi","Hemigrammus marginatus","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
5729,"population-level","community-level",55,789,9,"gut contents","aquatic","animal","terrestrial arthropods","Terrestrial arthropods",0.19,"%IAi","Hemigrammus marginatus","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
5730,"population-level","community-level",55,789,9,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.25,"%IAi","Hemigrammus marginatus","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
5731,"population-level","community-level",55,789,9,"gut contents","aquatic","animal","vegetal matter","Vegetal matter",0.05,"%IAi","Hemigrammus marginatus","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
5732,"population-level","community-level",55,789,9,"gut contents","aquatic","animal","organic matter","Organic matter",0.06,"%IAi","Hemigrammus marginatus","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
5733,"population-level","community-level",55,790,11,"gut contents","aquatic","animal","terrestrial arthropods","Terrestrial arthropods",0.02,"%IAi","Hoplias gr. malabaricus","Hoplias","Erythrinidae","Characiformes","Teleostei"
5734,"population-level","community-level",55,790,11,"gut contents","aquatic","animal","vegetal matter","Vegetal matter",0.01,"%IAi","Hoplias gr. malabaricus","Hoplias","Erythrinidae","Characiformes","Teleostei"
5735,"population-level","community-level",55,790,11,"gut contents","aquatic","animal","fish","Fish",0.97,"%IAi","Hoplias gr. malabaricus","Hoplias","Erythrinidae","Characiformes","Teleostei"
5736,"population-level","community-level",55,791,14,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.61,"%IAi","Hyphessobrycon brumado","Hyphessobrycon","Acestrorhamphidae","Characiformes","Teleostei"
5737,"population-level","community-level",55,791,14,"gut contents","aquatic","animal","terrestrial arthropods","Terrestrial arthropods",0.32,"%IAi","Hyphessobrycon brumado","Hyphessobrycon","Acestrorhamphidae","Characiformes","Teleostei"
5738,"population-level","community-level",55,791,14,"gut contents","aquatic","animal","organic matter","Organic matter",0.05,"%IAi","Hyphessobrycon brumado","Hyphessobrycon","Acestrorhamphidae","Characiformes","Teleostei"
5739,"population-level","community-level",55,792,138,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.01,"%IAi","Hypostomus sp1","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5740,"population-level","community-level",55,792,138,"gut contents","aquatic","animal","unicellular algae","Unicellular algae",0.01,"%IAi","Hypostomus sp1","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5741,"population-level","community-level",55,792,138,"gut contents","aquatic","animal","vegetal matter","Vegetal matter",0.01,"%IAi","Hypostomus sp1","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5742,"population-level","community-level",55,792,138,"gut contents","aquatic","animal","detritus","Detritus",0.99,"%IAi","Hypostomus sp1","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5743,"population-level","community-level",55,792,138,"gut contents","aquatic","animal","microcrustaceans","Microcrustaceans",0.01,"%IAi","Hypostomus sp1","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5744,"population-level","community-level",55,793,28,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.01,"%IAi","Hypostomus sp2","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5745,"population-level","community-level",55,793,28,"gut contents","aquatic","animal","detritus","Detritus",0.99,"%IAi","Hypostomus sp2","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5746,"population-level","community-level",55,794,80,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.01,"%IAi","Hypostomus sp3","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5747,"population-level","community-level",55,794,80,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.01,"%IAi","Hypostomus sp3","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5748,"population-level","community-level",55,794,80,"gut contents","aquatic","animal","unicellular algae","Unicellular algae",0.01,"%IAi","Hypostomus sp3","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5749,"population-level","community-level",55,794,80,"gut contents","aquatic","animal","detritus","Detritus",0.96,"%IAi","Hypostomus sp3","Hypostomus","Loricariidae","Siluriformes","Teleostei"
5750,"population-level","community-level",55,795,28,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.04,"%IAi","Pareiorhaphis sp1","Pareiorhaphis","Loricariidae","Siluriformes","Teleostei"
5751,"population-level","community-level",55,795,28,"gut contents","aquatic","animal","benthic invertebrae","Benthic invertebrae",0.01,"%IAi","Pareiorhaphis sp1","Pareiorhaphis","Loricariidae","Siluriformes","Teleostei"
5752,"population-level","community-level",55,795,28,"gut contents","aquatic","animal","unicellular algae","Unicellular algae",0.01,"%IAi","Pareiorhaphis sp1","Pareiorhaphis","Loricariidae","Siluriformes","Teleostei"
5753,"population-level","community-level",55,795,28,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.01,"%IAi","Pareiorhaphis sp1","Pareiorhaphis","Loricariidae","Siluriformes","Teleostei"
5754,"population-level","community-level",55,795,28,"gut contents","aquatic","animal","detritus","Detritus",0.94,"%IAi","Pareiorhaphis sp1","Pareiorhaphis","Loricariidae","Siluriformes","Teleostei"
5755,"population-level","community-level",55,796,97,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.01,"%IAi","Pareiorhaphis sp2","Pareiorhaphis","Loricariidae","Siluriformes","Teleostei"
5756,"population-level","community-level",55,796,97,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.02,"%IAi","Pareiorhaphis sp2","Pareiorhaphis","Loricariidae","Siluriformes","Teleostei"
5757,"population-level","community-level",55,796,97,"gut contents","aquatic","animal","unicellular algae","Unicellular algae",0.01,"%IAi","Pareiorhaphis sp2","Pareiorhaphis","Loricariidae","Siluriformes","Teleostei"
5758,"population-level","community-level",55,796,97,"gut contents","aquatic","animal","detritus","Detritus",0.96,"%IAi","Pareiorhaphis sp2","Pareiorhaphis","Loricariidae","Siluriformes","Teleostei"
5759,"population-level","community-level",55,797,94,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.01,"%IAi","Parotocinclus cf. jimi","Parotocinclus","Loricariidae","Siluriformes","Teleostei"
5760,"population-level","community-level",55,797,94,"gut contents","aquatic","animal","unicellular algae","Unicellular algae",0.01,"%IAi","Parotocinclus cf. jimi","Parotocinclus","Loricariidae","Siluriformes","Teleostei"
5761,"population-level","community-level",55,797,94,"gut contents","aquatic","animal","detritus","Detritus",0.98,"%IAi","Parotocinclus cf. jimi","Parotocinclus","Loricariidae","Siluriformes","Teleostei"
5762,"population-level","community-level",55,797,94,"gut contents","aquatic","animal","microcrustaceans","Microcrustaceans",0.01,"%IAi","Parotocinclus cf. jimi","Parotocinclus","Loricariidae","Siluriformes","Teleostei"
5763,"population-level","community-level",55,798,37,"gut contents","aquatic","animal","vegetal matter","Vegetal matter",0.01,"%IAi","Parotocinclus cristatus","Parotocinclus","Loricariidae","Siluriformes","Teleostei"
5764,"population-level","community-level",55,798,37,"gut contents","aquatic","animal","detritus","Detritus",0.99,"%IAi","Parotocinclus cristatus","Parotocinclus","Loricariidae","Siluriformes","Teleostei"
5765,"population-level","community-level",55,799,22,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.51,"%IAi","Poecilia reticulata","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
5766,"population-level","community-level",55,799,22,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.04,"%IAi","Poecilia reticulata","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
5767,"population-level","community-level",55,799,22,"gut contents","aquatic","animal","detritus","Detritus",0.07,"%IAi","Poecilia reticulata","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
5768,"population-level","community-level",55,799,22,"gut contents","aquatic","animal","organic matter","Organic matter",0.36,"%IAi","Poecilia reticulata","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
5769,"population-level","community-level",55,800,8,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.05,"%IAi","Rhamdia gr. quelen","Rhamdia","Heptapteridae","Siluriformes","Teleostei"
5770,"population-level","community-level",55,800,8,"gut contents","aquatic","animal","terrestrial arthropods","Terrestrial arthropods",0.81,"%IAi","Rhamdia gr. quelen","Rhamdia","Heptapteridae","Siluriformes","Teleostei"
5771,"population-level","community-level",55,800,8,"gut contents","aquatic","animal","benthic invertebrae","Benthic invertebrae",0.06,"%IAi","Rhamdia gr. quelen","Rhamdia","Heptapteridae","Siluriformes","Teleostei"
5772,"population-level","community-level",55,800,8,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.01,"%IAi","Rhamdia gr. quelen","Rhamdia","Heptapteridae","Siluriformes","Teleostei"
5773,"population-level","community-level",55,800,8,"gut contents","aquatic","animal","unicellular algae","Unicellular algae",0.01,"%IAi","Rhamdia gr. quelen","Rhamdia","Heptapteridae","Siluriformes","Teleostei"
5774,"population-level","community-level",55,800,8,"gut contents","aquatic","animal","detritus","Detritus",0.02,"%IAi","Rhamdia gr. quelen","Rhamdia","Heptapteridae","Siluriformes","Teleostei"
5775,"population-level","community-level",55,800,8,"gut contents","aquatic","animal","fish","Fish",0.03,"%IAi","Rhamdia gr. quelen","Rhamdia","Heptapteridae","Siluriformes","Teleostei"
5776,"population-level","community-level",55,801,130,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.02,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
5777,"population-level","community-level",55,801,130,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.02,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
5778,"population-level","community-level",55,801,130,"gut contents","aquatic","animal","unicellular algae","Unicellular algae",0.02,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
5779,"population-level","community-level",55,801,130,"gut contents","aquatic","animal","detritus","Detritus",0.93,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
5780,"population-level","community-level",55,802,11,"gut contents","aquatic","animal","filamentous algae","Filamentous algae",0.99,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
5781,"population-level","community-level",55,803,46,"gut contents","aquatic","animal","aquatic insect","Aquatic insect",0.92,"%IAi","Trichomycterus tete","Trichomycterus","Trichomycteridae","Siluriformes","Teleostei"
5782,"population-level","community-level",55,803,46,"gut contents","aquatic","animal","terrestrial arthropods","Terrestrial arthropods",0.01,"%IAi","Trichomycterus tete","Trichomycterus","Trichomycteridae","Siluriformes","Teleostei"
5783,"population-level","community-level",55,803,46,"gut contents","aquatic","animal","unicellular algae","Unicellular algae",0.04,"%IAi","Trichomycterus tete","Trichomycterus","Trichomycteridae","Siluriformes","Teleostei"
5784,"population-level","community-level",55,803,46,"gut contents","aquatic","animal","detritus","Detritus",0.01,"%IAi","Trichomycterus tete","Trichomycterus","Trichomycteridae","Siluriformes","Teleostei"
5785,"population-level","community-level",55,803,46,"gut contents","aquatic","animal","organic matter","Organic matter",0.02,"%IAi","Trichomycterus tete","Trichomycterus","Trichomycteridae","Siluriformes","Teleostei"
5786,"population-level","community-level",55,803,46,"gut contents","aquatic","animal","fish","Fish",0.01,"%IAi","Trichomycterus tete","Trichomycterus","Trichomycteridae","Siluriformes","Teleostei"
5787,"population-level","population-level",56,804,269,"gut contents","aquatic","animal","fish","Anchoviella vaillanti",0.049,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5788,"population-level","population-level",56,804,269,"gut contents","aquatic","animal","fish","Moenkhausia costae",0.1663,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5789,"population-level","population-level",56,804,269,"gut contents","aquatic","animal","fish","Actinopterygii",0.5949,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5790,"population-level","population-level",56,804,269,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.1898,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5791,"population-level","population-level",56,805,269,"gut contents","aquatic","animal","fish","Anchoviella vaillanti",5e-04,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5792,"population-level","population-level",56,805,269,"gut contents","aquatic","animal","fish","Orthospinus franciscoensis",0.0013,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5793,"population-level","population-level",56,805,269,"gut contents","aquatic","animal","fish","Serrasalminae",0.0014,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5794,"population-level","population-level",56,805,269,"gut contents","aquatic","animal","fish","Actinopterygii",0.0299,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5795,"population-level","population-level",56,805,269,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.9641,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5796,"population-level","population-level",56,805,269,"gut contents","unknown","vegetal","plant","vegetal tissue",1e-04,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5797,"population-level","population-level",56,806,269,"gut contents","aquatic","animal","fish","Anchoviella vaillanti",0.0028,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5798,"population-level","population-level",56,806,269,"gut contents","aquatic","animal","fish","Actinopterygii",0.2703,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5799,"population-level","population-level",56,806,269,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.727,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5800,"population-level","population-level",56,807,269,"gut contents","aquatic","animal","fish","Moenkhausia costae",0.0029,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5801,"population-level","population-level",56,807,269,"gut contents","aquatic","animal","fish","Triportheus guentheri",0.0026,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5802,"population-level","population-level",56,807,269,"gut contents","aquatic","animal","fish","Actinopterygii",0.3003,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5803,"population-level","population-level",56,807,269,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.6886,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5804,"population-level","population-level",56,808,269,"gut contents","aquatic","animal","fish","Anchoviella vaillanti",0.0349,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5805,"population-level","population-level",56,808,269,"gut contents","aquatic","animal","fish","Tetragonopterus chalceus",0.0055,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5806,"population-level","population-level",56,808,269,"gut contents","aquatic","animal","fish","Actinopterygii",0.0722,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5807,"population-level","population-level",56,808,269,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.8873,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5808,"population-level","population-level",56,809,269,"gut contents","aquatic","animal","fish","Anchoviella vaillanti",0.2239,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5809,"population-level","population-level",56,809,269,"gut contents","aquatic","animal","fish","Actinopterygii",0.0558,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5810,"population-level","population-level",56,809,269,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.7195,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5811,"population-level","population-level",56,809,269,"gut contents","aquatic","animal","fish","Macrobrachium sp.",7e-04,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5812,"population-level","population-level",56,810,269,"gut contents","aquatic","animal","fish","Cichla sp.",0.0346,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5813,"population-level","population-level",56,810,269,"gut contents","aquatic","animal","fish","Actinopterygii",0.1162,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
5814,"population-level","population-level",56,810,269,"gut contents","aquatic","animal","fish","Actinopterygii bits",0.8491,"%IAi","Acestrorhynchus britskii","Acestrorhynchus","Acestrorhynchidae","Characiformes","Teleostei"
